Area Type,Area,NAICS,NAICS Title,Year,Establishments,Average Employment,Total Wage,Annual Average Salary                                                                                                                                                  
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2005,2767,55819,$6428018387,$115158
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2005,211,6860,$842153536,$122763
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2005,19639,115563,$6113372649,$52901
Labor Market Area,New York City Region,531,Real Estate,2005,18642,103638,$5509252249,$53159
Labor Market Area,New York City Region,532,Rental and Leasing Services,2005,868,9496,$364024689,$38335
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2005,129,2428,$240095711,$98886
Labor Market Area,New York City Region,54,Professional and Technical Services,2005,23733,293100,$27568028855,$94057
Labor Market Area,New York City Region,541,Professional and Technical Services,2005,23733,293100,$27568028855,$94057
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2005,1018,55366,$8714514670,$157398
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2005,1018,55366,$8714514670,$157398
Labor Market Area,New York City Region,56,Administrative and Waste Services,2005,7792,184502,$7441410243,$40332
Labor Market Area,New York City Region,561,Administrative and Support Services,2005,7496,178522,$7171420874,$40171
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2005,296,5980,$269989369,$45149
Labor Market Area,New York City Region,61,Educational Services,2005,2726,124195,$5476231007,$44094
Labor Market Area,New York City Region,611,Educational Services,2005,2726,124195,$5476231007,$44094
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2005,18368,524508,$21902976937,$41759
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2005,13559,139287,$6343869016,$45545
Labor Market Area,New York City Region,622,Hospitals,2005,81,158061,$9174413451,$58043
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2005,1132,74230,$2589989218,$34891
Labor Market Area,New York City Region,624,Social Assistance,2005,3597,152930,$3794705252,$24813
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2005,4306,60073,$3360397432,$55939
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2005,3289,30845,$2502148052,$81120
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2005,187,10711,$462840198,$43212
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2005,831,18517,$395409182,$21354
Labor Market Area,New York City Region,72,Accommodation and Food Services,2005,14419,211409,$5484185273,$25941
Labor Market Area,New York City Region,721,Accommodation,2005,490,38941,$1748847126,$44910
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2005,13929,172468,$3735338147,$21658
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2005,27743,135554,$4960393562,$36593
Labor Market Area,New York City Region,811,Repair and Maintenance,2005,3379,14493,$431815058,$29795
Labor Market Area,New York City Region,812,Personal and Laundry Services,2005,8053,41144,$1077030312,$26177
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2005,5492,64200,$3106712196,$48391
Labor Market Area,New York City Region,814,Private Households,2005,10819,15717,$344835996,$21940
Labor Market Area,New York City Region,953,Local Government,2005,118,444691,$22592004738,$50804
Labor Market Area,New York City Region,99,Unclassified,2005,15112,17934,$589329468,$32861
Labor Market Area,New York City Region,0,"Total, All Industries",2005,218429,3491535,$236927139080,$67858
Labor Market Area,New York City Region,1,"Total, All Private",2005,218000,2947505,$208784209070,$70834
Labor Market Area,New York City Region,95,"Total, All Government",2005,429,544030,$28142930010,$51730
Labor Market Area,New York City Region,951,Federal Government,2005,181,57410,$3474435397,$60520
Labor Market Area,New York City Region,952,State Government,2005,130,41929,$2076489875,$49524
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2004,41,176,$6037512,$34304
Labor Market Area,New York City Region,111,Crop Production,2004,16,66,$1168950,$17711
Labor Market Area,New York City Region,112,Animal Production,2004,11,36,$692379,$19233
Labor Market Area,New York City Region,114,"Fishing, Hunting and Trapping",2004,3,9,$325577,$36175
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2004,11,63,$3578106,$56795
Labor Market Area,New York City Region,21,Mining,2004,17,70,$4604255,$65775
Labor Market Area,New York City Region,211,Oil and Gas Extraction,2004,3,7,$465330,$66476
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2004,9,44,$1848382,$42009
Labor Market Area,New York City Region,213,Support Activities for Mining,2004,5,19,$2290543,$120555
Labor Market Area,New York City Region,22,Utilities,2004,55,14314,$1207122759,$84332
Labor Market Area,New York City Region,221,Utilities,2004,55,14314,$1207122759,$84332
Labor Market Area,New York City Region,23,Construction,2004,10976,108086,$6181787606,$57193
Labor Market Area,New York City Region,236,Construction of Buildings,2004,3723,26206,$1494468412,$57028
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2004,328,7613,$556103021,$73047
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2004,6925,74267,$4131216173,$55627
Labor Market Area,New York City Region,31,Manufacturing,2004,7524,119787,$5397839073,$45062
Labor Market Area,New York City Region,311,Food Manufacturing,2004,883,13901,$442786514,$31853
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2004,26,756,$104885930,$138738
Labor Market Area,New York City Region,313,Textile Mills,2004,305,3328,$215944193,$64887
Labor Market Area,New York City Region,314,Textile Product Mills,2004,161,1916,$71489722,$37312
Labor Market Area,New York City Region,315,Apparel Manufacturing,2004,2016,31980,$1280312279,$40035
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2004,79,1095,$36226580,$33084
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2004,87,1071,$46406891,$43330
Labor Market Area,New York City Region,322,Paper Manufacturing,2004,89,3233,$142226951,$43992
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2004,915,11717,$652011933,$55647
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2004,6,111,$8097983,$72955
Labor Market Area,New York City Region,325,Chemical Manufacturing,2004,120,5403,$476935705,$88272
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2004,107,2684,$79646600,$29675
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2004,135,1979,$86218405,$43567
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2004,41,459,$20133132,$43863
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2004,471,7944,$300141508,$37782
Labor Market Area,New York City Region,333,Machinery Manufacturing,2004,158,2596,$104148975,$40119
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2004,122,3779,$244881539,$64801
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2004,78,2742,$152273383,$55534
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2004,69,2195,$119749324,$54556
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2004,452,4717,$167394049,$35487
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2004,1207,16182,$645927477,$39916
Labor Market Area,New York City Region,42,Wholesale Trade,2004,16159,137957,$8984998560,$65129
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2004,6450,56842,$3550499051,$62463
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2004,6999,70291,$4668601058,$66418
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2004,2711,10825,$765898451,$70753
Labor Market Area,New York City Region,44,Retail Trade,2004,28042,269047,$8456103776,$31430
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2004,861,11829,$534883763,$45218
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2004,1419,10226,$366017457,$35793
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2004,1307,11488,$484437147,$42169
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2004,1101,12531,$423302333,$33780
Labor Market Area,New York City Region,445,Food and Beverage Stores,2004,7432,56830,$1226294451,$21578
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2004,3025,31035,$1076154912,$34676
Labor Market Area,New York City Region,447,Gasoline Stations,2004,690,3099,$59625467,$19240
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2004,5544,62065,$2052744717,$33074
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2004,1553,14055,$327894598,$23329
Labor Market Area,New York City Region,452,General Merchandise Stores,2004,1029,30069,$793933535,$26404
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2004,3323,17179,$633518353,$36877
Labor Market Area,New York City Region,454,Nonstore Retailers,2004,760,8641,$477297043,$55236
Labor Market Area,New York City Region,48,Transportation and Warehousing,2004,4346,100719,$4311117978,$42803
Labor Market Area,New York City Region,481,Air Transportation,2004,154,25313,$1500692374,$59285
Labor Market Area,New York City Region,483,Water Transportation,2004,52,1545,$105005297,$67965
Labor Market Area,New York City Region,484,Truck Transportation,2004,1007,8975,$334963532,$37322
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2004,1293,24413,$798238853,$32697
Labor Market Area,New York City Region,486,Pipeline Transportation,2004,3,23,$1518042,$66002
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2004,56,1204,$31509758,$26171
Labor Market Area,New York City Region,488,Support Activities for Transportation,2004,1071,16107,$705434965,$43797
Labor Market Area,New York City Region,492,Couriers and Messengers,2004,564,20260,$701356700,$34618
Labor Market Area,New York City Region,493,Warehousing and Storage,2004,146,2874,$132205666,$46001
Labor Market Area,New York City Region,51,Information,2004,5329,149642,$13309726000,$88944
Labor Market Area,New York City Region,511,Publishing Industries,2004,1149,51931,$4730000578,$91082
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2004,2148,27418,$2595942132,$94680
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2004,195,25820,$2599419609,$100675
Labor Market Area,New York City Region,516,Internet Publishing and Broadcasting,2004,159,2162,$196679674,$90971
Labor Market Area,New York City Region,517,Telecommunications,2004,789,24516,$1938955186,$79089
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2004,668,7405,$678361080,$91609
Labor Market Area,New York City Region,519,Other Information Services,2004,221,10390,$570367741,$54896
Labor Market Area,New York City Region,52,Finance and Insurance,2004,10009,312992,$61266235710,$195744
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2004,2687,86441,$10442865243,$120809
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2004,4330,162027,$43627583129,$269261
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2004,2789,55166,$6048333401,$109639
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2004,200,7254,$941739056,$129823
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2004,19542,113792,$5728354723,$50341
Labor Market Area,New York City Region,531,Real Estate,2004,18510,102019,$5152415064,$50504
Labor Market Area,New York City Region,532,Rental and Leasing Services,2004,900,9432,$342619408,$36325
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2004,133,2342,$233320251,$99624
Labor Market Area,New York City Region,54,Professional and Technical Services,2004,23312,281827,$25310107117,$89807
Labor Market Area,New York City Region,541,Professional and Technical Services,2004,23312,281827,$25310107117,$89807
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2004,954,55379,$8275116698,$149427
